title,year,rating
Tekkonkinkreet (Tekkon kinkurîto),2006,4.25
Tell No One (Ne le dis à personne),2006,3.75
Telling Lies in America,1997,5.0
"Temp, The",1993,2.0
"Temptation of St. Tony, The (Püha Tõnu kiusamine)",2009,4.0
Ten Canoes,2006,4.0
Ten Thousand Saints,2015,1.5
"Ten, The",2007,4.0
Tenacious D in The Pick of Destiny,2006,3.4
Terkel in Trouble (Terkel i knibe),2004,4.0
Terminal USA,1993,4.5
Terminal Velocity,1994,2.6666666666666665
"Terminal, The",2004,2.75
Terminator 2: Judgment Day,1991,2.75
Terminator 3: Rise of the Machines,2003,2.75
Terminator Salvation,2009,3.125
Terri,2011,3.5
TerrorStorm: A History of Government-Sponsored Terrorism,2006,5.0
"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998,4.0
Tetro,2009,2.5
Tetsuo II: Body Hammer,1992,3.5
"Texas Chainsaw Massacre, The",2003,2.75
"Texas Chainsaw Massacre: The Beginning, The",2006,4.166666666666667
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),1994,1.0
Thank You for Smoking,2006,3.0
Thanks for Sharing,2012,3.25
That Awkward Moment,2014,2.5
That Darn Cat,1997,2.125
That Old Feeling,1997,2.5
That Thing You Do!,1996,3.0
That's Entertainment! III,1994,2.5
That's My Boy,2012,3.0
The Alamo,2004,3.0
The Amazing Spider-Man 2,2014,3.25
The Anomaly,2014,4.0
The Artist,2011,3.125
The Beales of Grey Gardens,2006,2.75
The Best of Me,2014,4.75
The Big Wedding,2013,3.5
The Body,2012,3.0
The Book of Life,2014,2.75
The Borderlands,2013,3.0
The Boy Next Door,2015,2.0
The Bronze,2015,2.5
The Butterfly Effect,2004,2.75
The Butterfly Effect 3: Revelations,2009,3.2
The Chumscrubber,2005,3.5
The Circle,2002,3.0
The Clinic,2010,3.5
The Cobbler,2015,3.1666666666666665
The Count of Monte Cristo,2002,2.9444444444444446
The DUFF,2015,2.9285714285714284
The Death and Life of Bobby Z,2007,4.0
The Devil's Advocate,1997,2.75
The Diary of a Teenage Girl,2015,3.6666666666666665
The Disappearance of Eleanor Rigby: Her,2013,3.75
The Divine Move,2014,3.5
The Drop,2014,3.6
The Emperor's Club,2002,3.1666666666666665
The End of the Tour,2015,4.25
The Expendables 3,2014,2.9444444444444446
The Fault in Our Stars,2014,3.1875
The Fool,2014,3.5
The Forbidden Room,2015,2.75
The Fox & the Child,2007,2.5
The Gambler,2014,2.25
The Great Magician,2011,4.0
The Great Raid,2005,3.75
The Guardians,2012,4.0
The Heart of the World,2000,4.0
The Hire: Chosen,2001,4.0
The Hobbit: The Battle of the Five Armies,2014,3.1875
The Hole,2001,3.0
The Hundred-Foot Journey,2014,4.0
The Hunger Games,2012,2.75
The Hunger Games: Catching Fire,2013,2.75
The Hunger Games: Mockingjay - Part 1,2014,2.75
The Hungover Games,2014,3.0
The Imitation Game,2014,3.125
The Interview,2014,3.125
The Jane Austen Book Club,2007,4.0
The Land Before Time XI: Invasion of the Tinysauruses,2005,5.0
The Last Five Years,2014,2.5
The Last Time I Committed Suicide,1997,1.0
The Lazarus Effect,2015,1.5
The Lego Movie,2014,3.0
The Little Death,2014,2.8333333333333335
The Loft,2014,2.5
The Lunchbox,2013,3.9
The Machinist,2004,2.888888888888889
The Madagascar Penguins in a Christmas Caper,2005,3.8333333333333335
The Man from Nowhere,2010,3.4166666666666665
The Man in the Moon,1991,3.2
The Mating Habits of the Earthbound Human,1999,2.75
The Monkey King,2014,2.5
The Mule,2014,3.5
The Overnight,2015,4.0
The Pacific,2010,4.25
The Players Club,1998,1.0
The Possession of Michael King,2014,3.0
The Punisher: Dirty Laundry,2012,5.0
The Queen,2006,3.6666666666666665
The Raid 2: Berandal,2014,3.6
The Raid: Redemption,2011,3.1875
The Returned,2013,3.1666666666666665
The Scorpion King,2002,2.25
The Scorpion King 3: Battle for Redemption,2012,3.0
The Second Best Exotic Marigold Hotel,2015,3.25
The Skeleton Twins,2014,4.0
The Spectacular Now,2013,3.5
The Stanford Prison Experiment,2015,3.5
The Taking of Deborah Logan,2014,3.75
The Theory of Everything,2014,3.5
The Uninvited Guest,2004,2.5
The Universe of Keith Haring,2008,0.5
The Wait,2013,0.5
The Way,2010,3.75
The Way He Looks,2014,4.5
The Wedding Ringer,2015,3.2142857142857144
The Woman in Black 2: Angel of Death,2015,2.5
The Wrecking Crew,2008,4.0
Thelma & Louise,1991,2.75
Then She Found Me,2007,2.5
Theodore Rex,1995,4.0
"Theory of Flight, The",1998,3.0
There Will Be Blood,2007,3.125
There's Something About Mary,1998,2.75
Theremin: An Electronic Odyssey,1993,3.5
Thesis (Tesis),1996,4.166666666666667
They,2002,3.0
They Came Together,2014,3.25
"Thick as Thieves (a.k.a. Code, The)",2009,3.0
"Thieves (Voleurs, Les)",1996,3.0
"Thin Blue Lie, The",2000,4.5
"Thin Line Between Love and Hate, A",1996,3.3333333333333335
"Thin Red Line, The",1998,2.75
"Thing, The",2011,2.75
Things We Lost in the Fire,2007,3.0
Things You Can Tell Just by Looking at Her,2000,3.75
Things to Do in Denver When You're Dead,1995,3.5
Think Like a Man Too,2014,3.5
Thinner,1996,2.357142857142857
"Third Miracle, The",1999,3.5
Third Star,2010,3.5
Third World Cop,1999,4.0
Thirst (Bakjwi),2009,4.0
Thirteen,2003,2.6875
Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001,3.6666666666666665
Thirteen Days,2000,2.9375
Thirteen Ghosts (a.k.a. Thir13en Ghosts),2001,3.0
"Thirteenth Floor, The",1999,3.1875
Thirty-Two Short Films About Glenn Gould,1993,3.5
This Boy's Life,1993,3.3
This Film Is Not Yet Rated,2006,3.0
This Is 40,2012,2.625
This Is England,2006,4.0
This Is My Father,1998,2.0
This Is Where I Leave You,2014,3.25
This Is the End,2013,2.9444444444444446
This Means War,2012,3.4
This Must Be the Place,2011,3.5
"This World, Then the Fireworks",1997,3.0
This is Martin Bonner,2013,4.5
"Thomas Crown Affair, The",1999,3.0
Thomas and the Magic Railroad,2000,0.5
Thomas in Love (Thomas est Amoureux),2000,4.0
Thor,2011,2.75
Thor: The Dark World,2013,2.9444444444444446
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train),1998,3.5
"Thousand Acres, A",1997,2.75
"Thousand Words, A",2012,3.0
Three (a.k.a. 3 Extremes II) (Saam gaang),2002,3.0
"Three Burials of Melquiades Estrada, The",2006,3.75
Three Colors: Blue (Trois couleurs: Bleu),1993,3.1875
Three Colors: Red (Trois couleurs: Rouge),1994,3.125
Three Colors: White (Trzy kolory: Bialy),1994,3.1875
Three Kings,1999,3.0
Three Lives and Only One Death (Trois vies & une seule mort),1996,4.0
"Three Marias, The (Três Marias, As)",2002,4.0
Three Monkeys (Üç maymun),2008,4.166666666666667
"Three Musketeers, The",2011,3.0
"Three Musketeers, The",1993,3.0
Three Seasons,1999,4.0
Three Wishes,1995,1.5
Three to Tango,1999,2.6666666666666665
Threesome,1994,2.8125
Thrive,2011,1.0
Through the Forest,2005,0.5
Through the Olive Trees (Zire darakhatan zeyton),1994,5.0
Thumbelina,1994,2.0
Thumbsucker,2005,3.0
Thunderbirds,2004,2.25
Thunderheart,1992,2.75
Thursday,1998,4.25
TiMER,2009,3.25
Ticked-Off Trannies with Knives,2010,1.0
Tideland,2005,3.0
Tie Me Up! Tie Me Down! (¡Átame!),1990,3.0714285714285716
"Tiger and the Snow, The (La tigre e la neve)",2005,4.5
Tigerland,2000,3.0833333333333335
"Tigger Movie, The",2000,2.0
Tim and Eric's Billion Dollar Movie,2012,3.5
Tim's Vermeer,2013,4.5
Time (Shi gan),2006,1.0
Time Code,2000,3.5
Time Lapse,2014,3.0
"Time Machine, The",2002,2.5555555555555554
Time Out (L'emploi du temps),2001,2.5
"Time Regained (Temps retrouvé, Le)",1999,2.5
"Time That Remains, The",2009,3.5
"Time Traveler's Wife, The",2009,2.9444444444444446
"Time for Drunken Horses, A (Zamani barayé masti asbha)",2000,3.25
"Time of the Wolf, The (Le temps du loup)",2003,3.5
"Time to Kill, A",1996,3.0
Timecop,1994,2.75
"Timecrimes (Cronocrímenes, Los)",2007,3.0
Timeline,2003,2.5833333333333335
Tin Cup,1996,2.75
Tinker Tailor Soldier Spy,2011,3.2142857142857144
Tiny Furniture,2010,0.5
Tipping the Velvet,2002,4.5
Tiresia,2003,4.0
Titan A.E.,2000,2.5
Titanic,1997,2.75
Titus,1999,3.25
To Be Takei,2014,4.0
To Die For,1995,3.0
To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence),2007,3.5
To End All Wars,2001,5.0
To Gillian on Her 37th Birthday,1996,3.0
"To Have, or Not (En avoir (ou pas))",1995,4.0
To Live (Huozhe),1994,3.25
To Rome with Love,2012,3.5
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,2.7777777777777777
Toast,2010,3.25
Today's Special,2009,3.8333333333333335
Together (Han ni Zai Yiki),2002,4.25
Together (Tillsammans),2000,4.0
Tokyo Decadence (Topâzu),1992,3.5
Tokyo Godfathers,2003,4.0
Tokyo Sonata,2008,3.3333333333333335
Tokyo!,2008,3.5
Tom & Viv,1994,2.7
Tom Segura: Completely Normal,2014,3.0
Tom and Huck,1995,3.3
Tomboy,2011,4.25
Tombstone,1993,3.0
Tomcats,2001,3.625
Tommy Boy,1995,3.0
Tomorrow Never Dies,1997,2.75
Tomorrow We Move (Demain on déménage),2004,4.0
"Tomorrow, When the War Began",2010,3.0
Tony Takitani,2004,3.0
Too Big to Fail,2011,3.75
Too Many Cooks,2014,4.0
Toolbox Murders,2004,3.5
Tooth Fairy,2010,2.0
Toothless,1997,3.5
Top Five,2014,3.5
Topsy-Turvy,1999,3.25
Torque,2004,1.6666666666666667
Tortilla Soup,2001,2.75
Total Eclipse,1995,3.0
Total Recall,1990,3.1875
Total Recall,2012,2.6875
Touch,1997,2.5
Touch of Pink,2004,3.5
"Touch of Spice, A (Politiki kouzina)",2003,2.5
Touching the Void,2003,3.0714285714285716
"Tough Ones, The (Häjyt)",1999,3.0
"Tourist, The",2010,3.1875
"Tournament, The",2009,2.5
Towelhead (a.k.a. Nothing is Private),2007,3.75
Tower Heist,2011,2.8333333333333335
Town & Country,2001,2.5
"Town Called Panic, A (Panique au village)",2009,4.5
"Town, The",2010,3.5
Toy Soldiers,1991,3.5
Toy Story,1995,2.75
Toy Story 2,1999,2.75
Toy Story 3,2010,2.75
Toy Story That Time Forgot,2014,4.0
Toy Story Toons: Hawaiian Vacation,2011,3.5
Toy Story Toons: Partysaurus Rex,2012,3.5
Toy Story Toons: Small Fry,2011,4.0
Toy Story of Terror,2013,3.8333333333333335
Toys,1992,2.8125
Tracers,2015,5.0
Traffic,2000,3.1875
Trailer Park Boys: Countdown to Liquor Day,2009,2.5
Trailer Park Boys: The Movie,2006,4.0
Train of Life (Train de vie),1998,5.0
Training Day,2001,3.1875
Trainspotting,1996,2.75
Traitor,2008,3.25
Trance,2013,2.75
Transamerica,2005,3.2
Transcendence,2014,3.0
Transfer,2010,3.5
Transformers,2007,2.75
Transformers: Age of Extinction,2014,1.9166666666666667
Transformers: Dark of the Moon,2011,2.8125
Transformers: Revenge of the Fallen,2009,2.75
Transporter 2,2005,2.888888888888889
Transporter 3,2008,2.6
"Transporter, The",2002,2.9444444444444446
Transsiberian,2008,3.375
Trapped,2002,3.2
Trapped in Paradise,1994,2.25
Trapped in the Closet: Chapters 1-12,2005,0.5
Trash Humpers,2009,2.5
Trauma,1993,3.0
Traveller,1997,3.3333333333333335
Treasure Island,1990,2.5
Treasure Planet,2002,3.0
"Tree of Life, The",2011,3.2857142857142856
Trees Lounge,1996,3.125
Trekkies,1997,3.6666666666666665
Trembling Before G-d,2001,3.75
Tremors,1990,3.125
Tremors 3: Back to Perfection,2001,3.5
Tremors II: Aftershocks,1996,2.3333333333333335
Trespass,1992,3.0
Trespass,2011,2.5
Triage,2009,2.5
Trial and Error,1997,2.25
Trial by Jury,1994,2.5
"Trials of Henry Kissinger, The",2002,4.0
"Trials of Muhammad Ali, The",2013,4.0
Triangle,2009,3.6
"Tribe, The (Plemya)",2014,4.0
Trick,1999,3.6
Trick 'r Treat,2007,3.142857142857143
"Trigger Effect, The",1996,3.4
Trigun: Badlands Rumble,2010,2.75
"Trip, The",2010,3.75
"Trip, The",2002,4.5
"Triplets of Belleville, The (Les triplettes de Belleville)",2003,2.9375
Trippin',1999,2.0
Tristan & Isolde,2006,2.7
Tristram Shandy: A Cock and Bull Story,2005,3.3
"Troll Hunter, The (Trolljegeren)",2010,3.3
"Troll in Central Park, A",1994,2.0
Tron: Legacy,2010,2.75
Tropic Thunder,2008,2.75
Tropical Malady (Sud pralad),2004,4.0
Troy,2004,2.75
True Colors,1991,4.0
True Crime,1999,3.0
True Crime,1996,2.5
True Grit,2010,3.75
True Legend (Su Qi-Er),2010,3.5
True Lies,1994,3.0
True Romance,1993,2.888888888888889
"Truly, Madly, Deeply",1991,3.1666666666666665
"Truman Show, The",1998,3.0
"Trumpet of the Swan, The",2001,0.5
Trust,1990,3.1
Trust,2010,4.0
Trust the Man,2005,3.25
"Truth About Cats & Dogs, The",1996,2.75
"Truth About Charlie, The",2002,2.0
"Truth or Consequences, N.M.",1997,1.0
Tsotsi,2005,3.75
Tuck Everlasting,2002,2.625
Tucker & Dale vs Evil,2010,3.75
"Tuesday, After Christmas (Marti, dupa craciun)",2010,3.25
Tulpan,2008,3.0
"Tulse Luper Suitcases, Part 1: The Moab Story, The",2003,3.5
Tumbleweeds,1999,3.5
"Tunnel, The",2011,2.5
"Tunnel, The (Tunnel, Der)",2001,3.8333333333333335
Tupac: Resurrection,2003,3.8333333333333335
Turbo,2013,3.75
Turbo: A Power Rangers Movie,1997,1.3333333333333333
Turbulence,1997,2.0
"Turin Horse, The (A Torinói ló)",2011,2.3333333333333335
Turistas,2006,3.25
Turn It Up,2000,2.0
Tusk,2014,2.8333333333333335
"Tuskegee Airmen, The",1995,4.0
"Tuxedo, The",2002,2.5833333333333335
Twelfth Night,1996,4.0
Twelve Monkeys (a.k.a. 12 Monkeys),1995,2.75
Twelve and Holding,2005,4.75
Twilight,1998,3.5
Twilight,2008,2.75
"Twilight Saga: Breaking Dawn - Part 1, The",2011,2.4285714285714284
"Twilight Saga: Breaking Dawn - Part 2, The",2012,2.75
"Twilight Saga: Eclipse, The",2010,2.625
"Twilight Saga: New Moon, The",2009,2.75
"Twilight Samurai, The (Tasogare Seibei)",2002,4.25
Twin Dragons (Shuang long hui),1992,3.25
Twin Falls Idaho,1999,4.125
Twin Peaks: Fire Walk with Me,1992,3.1875
Twin Town,1997,2.875
Twisted,1996,2.0
Twisted,2004,3.0
Twister,1996,2.75
Two Bits,1995,4.0
Two Brothers (Deux frères),2004,4.5
"Two Days, One Night (Deux jours, une nuit)",2014,3.375
Two Family House,2000,4.0
Two Girls and a Guy,1997,2.5
Two Hands,1999,3.5
"Two Jakes, The",1990,3.0
Two Lives (Zwei Leben),2012,4.0
Two Lovers,2008,2.6666666666666665
Two Night Stand,2014,1.8333333333333333
Two Weeks Notice,2002,3.5
Two for the Money,2005,3.375
Two if by Sea,1996,2.357142857142857
Tyler Perry's Daddy's Little Girls,2007,3.0
Tyler Perry's Diary of a Mad Black Woman,2005,3.0
Tyler Perry's I Can Do Bad All by Myself,2009,3.5
Tyler Perry's Madea's Big Happy Family,2011,3.5
Tyler Perry's Madea's Family Reunion,2006,3.0
Tyrannosaur,2011,3.5
Tyson,2008,4.0
U Turn,1997,2.9285714285714284
U-571,2000,2.888888888888889
U.S. Marshals,1998,3.1875
"U.S. vs. John Lennon, The",2006,2.75
Udaan,2010,2.5
Ugly,2013,4.0
"Ugly Truth, The",2009,3.3333333333333335
"Ugly, The",1997,1.0
Ulee's Gold,1997,3.3333333333333335
"Ultimate Gift, The",2006,4.0
"Ultramarines: A Warhammer 40,000 Movie",2010,2.5
Ultraviolet,2006,2.25
Ulysses' Gaze (To Vlemma tou Odyssea),1995,4.5
Unbeatable (Ji zhan),2013,3.0
"Unbelievable Truth, The",1989,3.25
"Unbelievers, The",2013,3.5
"Unborn, The",2009,3.0
Unbreakable,2000,2.75
Unbroken,2014,3.6
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat),2010,3.5
Uncle Sam,1997,1.0
Undead,2003,2.7
Undefeated,2011,4.0
Under Siege,1992,2.75
Under Siege 2: Dark Territory,1995,2.5625
Under Suspicion,2000,2.0
Under the Sand,2000,3.0
Under the Skin,2013,3.0625
Under the Tuscan Sun,2003,3.0
Undercover Blues,1993,4.0
Undercover Brother,2002,2.9375
Underdog,2007,3.5
Underground,1995,3.142857142857143
Underneath,1995,4.0
Undertaking Betty (Plots with a View),2002,3.5
Undertow,2004,2.5
Underworld,2003,2.75
Underworld,1996,3.0
Underworld: Awakening,2012,2.8125
Underworld: Evolution,2006,2.9444444444444446
Underworld: Rise of the Lycans,2009,2.8333333333333335
Undiscovered,2005,2.0
Undisputed,2002,3.0
Unfaithful,2002,3.75
Unfinished Business,2015,3.0
"Unfinished Life, An",2005,3.5
Unfinished Song (Song for Marion),2012,4.0
Unforgettable,1996,2.8333333333333335
"Unforgettable Summer, An (Un été inoubliable)",1994,1.0
Unforgiven,1992,3.0
Unhook the Stars,1996,2.5
"Uninvited, The",2009,3.125
United,2011,5.0
United 93,2006,3.142857142857143
"United States of Leland, The",2003,3.75
Universal Soldier,1992,2.6875
Universal Soldier: Day of Reckoning,2012,3.5
Universal Soldier: Regeneration,2009,2.25
Universal Soldier: The Return,1999,2.0
Unknown,2006,3.25
Unknown,2011,3.75
Unknown Pleasures (Ren xiao yao),2002,4.0
"Unknown Soldier, The (Unbekannte Soldat, Der)",2006,3.0
Unknown White Male,2005,2.75
Unlawful Entry,1992,3.0
Unlawful Killing,2011,2.0
Unleashed (Danny the Dog),2005,3.5
Unmade Beds,2009,5.0
Unprecedented: The 2000 Presidential Election,2002,4.5
Unstoppable,2004,2.0
Unstoppable,2010,3.6
Unstrung Heroes,1995,2.5
Untamed Heart,1993,3.4
Unthinkable,2010,3.8
Until the End of the World (Bis ans Ende der Welt),1991,3.0
Untraceable,2008,3.5
Unzipped,1995,3.375
Up,2009,2.75
Up Close and Personal,1996,3.0833333333333335
Up at the Villa,2000,2.5
Up in the Air,2009,3.0
Up the Yangtze,2007,2.5
Upside Down,2012,3.25
"Upside of Anger, The",2005,3.0
Upstream Color,2013,3.0
Uptown Girls,2003,3.3333333333333335
Urban Legend,1998,2.6666666666666665
Urban Legends: Final Cut,2000,2.875
Urbania,2000,5.0
"Usual Suspects, The",1995,3.0
V for Vendetta,2006,2.75
V. I. Warshawski,1991,2.125
V/H/S,2012,2.75
V/H/S/2,2013,3.0
V/H/S: Viral,2014,2.25
Vacancy,2007,2.75
Valentin (Valentín),2002,3.0
Valentine,2001,2.5
Valentine's Day,2010,2.25
Valhalla Rising,2009,2.8333333333333335
Valiant,2005,2.75
Valkyrie,2008,3.0
Valley Uprising,2014,5.0
Valley of the Bees (Údolí vcel),1968,2.5
Vampire Academy,2014,4.5
Vampire Hunter D: Bloodlust (Banpaia hantâ D),2000,3.6666666666666665
Vampire in Brooklyn,1995,2.1
Vampires,1998,3.1875
Vampires Suck,2010,2.0
Vamps,2012,4.0
Van Diemen's Land,2009,4.0
Van Helsing,2004,3.0
"Van, The",1996,3.6666666666666665
Vanilla Sky,2001,2.75
"Vanishing, The",1993,3.3
Vanity Fair,2004,3.125
Vantage Point,2008,3.5
Vanya on 42nd Street,1994,3.875
Varg Veum - Fallen Angels (Varg Veum - Falne Engler),2008,3.0
Varsity Blues,1999,2.8125
Vatel,2000,3.0
Veer Zaara,2004,4.25
Vegas Vacation (National Lampoon's Las Vegas Vacation),1997,2.25
Vehicle 19,2013,3.0
Velvet Goldmine,1998,3.1666666666666665
Vengeance (Fuk sau),2009,2.0
Venus,2006,4.0
Venus Wars (Venus Senki),1989,0.5
Vera Drake,2004,3.75
Veronica Guerin,2003,3.0
Veronica Mars,2014,3.0
Veronika Decides to Die,2009,2.5
Versus,2000,3.0
Vertical Limit,2000,2.5
Very Annie Mary,2001,3.0
Very Bad Things,1998,3.0833333333333335
"Very Brady Sequel, A",1996,2.5625
Very Good Girls,2014,2.5
"Very Harold & Kumar 3D Christmas, A",2011,3.0
"Very Long Engagement, A (Un long dimanche de fiançailles)",2004,4.0
"Very Thought of You, The",1998,4.0
Vesku from Finland (Vesku),2010,4.0
"Veteran, The",2011,1.5
Vice,2015,4.0
"Vicious Kind, The",2009,3.8333333333333335
Vicky Cristina Barcelona,2008,3.125
"Vie en Rose, La (Môme, La)",2007,4.125
View from the Top,2003,2.25
Village of the Damned,1995,2.7
"Village, The",2004,2.75
Vincent & Theo,1990,3.5
Vincere,2009,1.5
Vinyan,2008,3.0
"Virgin Suicides, The",1999,2.8333333333333335
Virtuosity,1995,2.5714285714285716
Virunga,2014,4.0
Virus,1999,2.5
Visions of Light: The Art of Cinematography,1992,4.5
Visitor Q (Bizita Q),2001,3.5
"Visitor, The",2007,4.0
"Visitors, The (Visiteurs, Les)",1993,3.3
Vive L'Amour (Ai qing wan sui),1994,3.5
Vizontele,2001,3.5
Volcano,1997,3.0
Volver,2006,3.357142857142857
"Vow, The",2012,3.0
W.,2008,3.25
W.E.,2011,3.0
WALL·E,2008,2.75
"Wackness, The",2008,3.5
Waco: The Rules of Engagement,1997,4.5
Wadd: The Life & Times of John C. Holmes,1999,2.5
Wadjda,2012,3.0
Wag the Dog,1997,3.1875
Wagons East,1994,2.0
Waist Deep,2006,2.5
Waiting for 'Superman',2010,3.6666666666666665
Waiting for Forever,2010,2.5
Waiting for Guffman,1996,3.1875
Waiting to Exhale,1995,3.0
Waiting...,2005,3.75
Waitress,2007,2.75
Waking Life,2001,3.6666666666666665
Waking Ned Devine (a.k.a. Waking Ned),1998,2.888888888888889
Waking Up in Reno,2002,2.5
Waking the Dead,2000,3.8333333333333335
Wal-Mart: The High Cost of Low Price,2005,3.5
"Walk Among the Tombstones, A",2014,3.6666666666666665
Walk Hard: The Dewey Cox Story,2007,3.1
"Walk in the Clouds, A",1995,3.1875
Walk of Shame,2014,2.8333333333333335
Walk on Water,2004,3.625
"Walk on the Moon, A",1999,2.5
Walk the Line,2005,3.125
"Walk to Remember, A",2002,3.125
"Walking Dead, The",1995,2.5
Walking Tall,2004,3.6
Walking With Dinosaurs,2013,2.5
Walking and Talking,1996,1.0
Wall Street: Money Never Sleeps,2010,3.0
"Wall, The (Die Wand)",2012,3.0
Wallace & Gromit in The Curse of the Were-Rabbit,2005,2.75
Wallace & Gromit: A Close Shave,1995,2.888888888888889
Wallace & Gromit: The Wrong Trousers,1993,3.5
Wallace and Gromit in 'A Matter of Loaf and Death',2008,4.125
Walled In,2009,2.5
Waltz with Bashir (Vals im Bashir),2008,3.4166666666666665
Wanderers,2014,3.0
Wanderlust,2012,2.5
Wanted,2009,3.0
Wanted,2008,3.4285714285714284
War,2007,3.6
War Horse,2011,2.6666666666666665
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,2007,3.5
War Photographer,2001,3.3333333333333335
"War Room, The",1993,3.375
"War Zone, The",1999,2.0
"War at Home, The",1996,2.75
War of the Arrows (Choi-jong-byeong-gi Hwal),2011,3.5
War of the Worlds,2005,2.75
War of the Worlds,2005,3.1666666666666665
"War, Inc.",2008,3.3333333333333335
"War, The",1994,3.3
Warlock: The Armageddon,1993,3.5
Warm Bodies,2013,3.125
Warrior,2011,3.4285714285714284
"Warrior's Way, The",2010,5.0
"Warrior, The",2001,3.5
Warriors of Virtue,1997,2.8333333333333335
Wasabi,2001,2.75
Washington Square,1997,3.5
"Watch, The",2012,3.2857142857142856
"Watcher, The",2000,2.625
Watching the Detectives,2007,4.0
Watchmen,2009,2.75
Watchmen: Tales of the Black Freighter,2009,4.25
